Country,Model,Year,Review Score,Sales Volume
France,Porsche,Macan,2019,4.1,13901
Germany,Porsche,Macan,2019,1.9,14764
USA,Porsche,Macan,2019,1.5,1009
France,Porsche,Macan,2020,4.8,4089
Germany,Porsche,Macan,2020,2.4,3780
USA,Porsche,Macan,2020,3.4,6422
France,Porsche,Macan,2012,1.7,12222
Germany,Porsche,Macan,2012,3.0,9228
USA,Porsche,Macan,2012,1.2,15159
France,Porsche,Macan,2014,3.9,8815
Germany,Porsche,Macan,2014,2.6,3320
USA,Porsche,Macan,2014,1.2,1212
France,Porsche,Macan,2016,2.4,16464
Germany,Porsche,Macan,2016,2.1,13674
USA,Porsche,Macan,2016,3.5,10800
France,Porsche,Macan,2018,2.7,17209
Germany,Porsche,Macan,2018,2.6,18411
USA,Porsche,Macan,2018,3.2,997
France,Porsche,Macan,2013,2.9,8620
Germany,Porsche,Macan,2013,3.4,13310
USA,Porsche,Macan,2013,2.9,10688
France,Porsche,Macan,2010,4.1,8078
Germany,Porsche,Macan,2010,1.7,14623
USA,Porsche,Macan,2010,1.7,9798
France,Porsche,Macan,2015,4.6,8255
Germany,Porsche,Macan,2015,4.5,15787
USA,Porsche,Macan,2015,2.1,10936
France,Porsche,A6,2017,2.8,14124
Germany,Porsche,A6,2017,3.9,17104
USA,Porsche,A6,2017,2.9,10402
France,Porsche,A6,2011,1.7,18447
Germany,Porsche,A6,2011,4.1,8815
USA,Porsche,A6,2011,1.2,10211
France,Porsche,A6,2021,3.1,15627
Germany,Porsche,A6,2021,1.8,3383
USA,Porsche,A6,2021,2.7,17229
France,Porsche,A6,2022,1.4,5101
Germany,Porsche,A6,2022,4.6,2848
USA,Porsche,A6,2022,4.3,12193
France,Porsche,A6,2019,3.6,4469
Germany,Porsche,A6,2019,4.5,13023
USA,Porsche,A6,2019,4.0,9502
France,Porsche,A6,2020,1.2,4655
Germany,Porsche,A6,2020,3.7,17147
USA,Porsche,A6,2020,2.8,9151
France,Porsche,A6,2012,1.9,12989
Germany,Porsche,A6,2012,3.5,3305
USA,Porsche,A6,2012,4.2,12215
France,Porsche,A6,2014,2.9,15046
Germany,Porsche,A6,2014,4.8,17670
USA,Porsche,A6,2014,1.6,5101
France,Porsche,A6,2016,3.0,6025
Germany,Porsche,A6,2016,1.5,8547
USA,Porsche,A6,2016,1.2,12597
France,Porsche,A6,2018,1.3,7461
Germany,Porsche,A6,2018,3.5,7583
USA,Porsche,A6,2018,3.9,10420
France,Porsche,A6,2013,3.1,2665
Germany,Porsche,A6,2013,3.2,5004
USA,Porsche,A6,2013,2.0,3112
France,Porsche,A6,2010,1.9,8805
Germany,Porsche,A6,2010,1.2,10646
USA,Porsche,A6,2010,1.2,8026
France,Porsche,A6,2015,1.5,1624
Germany,Porsche,A6,2015,2.8,10359
USA,Porsche,A6,2015,2.3,16862
France,Porsche,Equinox,2017,2.4,17500
Germany,Porsche,Equinox,2017,1.5,14028
USA,Porsche,Equinox,2017,2.7,16136
France,Porsche,Equinox,2011,4.3,14955
Germany,Porsche,Equinox,2011,3.6,4888
USA,Porsche,Equinox,2011,4.4,15076
France,Porsche,Equinox,2021,1.4,13785
Germany,Porsche,Equinox,2021,2.5,1254
USA,Porsche,Equinox,2021,4.7,4284
France,Porsche,Equinox,2022,2.7,15318
Germany,Porsche,Equinox,2022,1.1,13171
USA,Porsche,Equinox,2022,4.0,16893
France,Porsche,Equinox,2019,3.2,13056
Germany,Porsche,Equinox,2019,4.4,14122
USA,Porsche,Equinox,2019,2.9,7891
France,Porsche,Equinox,2020,4.6,4721
Germany,Porsche,Equinox,2020,2.9,3502
USA,Porsche,Equinox,2020,3.8,10604
France,Porsche,Equinox,2012,3.6,9263
Germany,Porsche,Equinox,2012,3.9,6078
USA,Porsche,Equinox,2012,4.3,14089
France,Porsche,Equinox,2014,2.8,9346
Germany,Porsche,Equinox,2014,4.1,18098
USA,Porsche,Equinox,2014,1.2,9707
France,Porsche,Equinox,2016,2.9,5293
Germany,Porsche,Equinox,2016,3.0,15779
USA,Porsche,Equinox,2016,2.4,14772
France,Porsche,Equinox,2018,4.6,3529
Germany,Porsche,Equinox,2018,3.9,15339
USA,Porsche,Equinox,2018,3.6,4478
France,Porsche,Equinox,2013,4.7,6056
Germany,Porsche,Equinox,2013,4.7,10838
USA,Porsche,Equinox,2013,3.7,3732
France,Porsche,Equinox,2010,3.7,17791
Germany,Porsche,Equinox,2010,3.6,8240
USA,Porsche,Equinox,2010,1.6,6454
France,Porsche,Equinox,2015,1.8,13391
Germany,Porsche,Equinox,2015,4.7,18385
USA,Porsche,Equinox,2015,2.0,1012
France,Porsche,Malibu,2017,3.0,4468
Germany,Porsche,Malibu,2017,1.5,11973
USA,Porsche,Malibu,2017,2.2,3788
France,Porsche,Malibu,2011,2.4,13445
Germany,Porsche,Malibu,2011,1.7,17062
USA,Porsche,Malibu,2011,3.7,11852
France,Porsche,Malibu,2021,1.5,1530
Germany,Porsche,Malibu,2021,4.0,16393
USA,Porsche,Malibu,2021,4.6,7202
France,Porsche,Malibu,2022,4.6,13118
Germany,Porsche,Malibu,2022,4.8,16743
USA,Porsche,Malibu,2022,1.6,8063
France,Porsche,Malibu,2019,3.7,5613
Germany,Porsche,Malibu,2019,4.1,13364
USA,Porsche,Malibu,2019,4.0,6294
France,Porsche,Malibu,2020,1.9,10410
Germany,Porsche,Malibu,2020,1.4,16285
USA,Porsche,Malibu,2020,3.2,4109
France,Porsche,Malibu,2012,2.8,13918
Germany,Porsche,Malibu,2012,1.3,12732
USA,Porsche,Malibu,2012,3.6,11826
France,Porsche,Malibu,2014,2.1,9181
Germany,Porsche,Malibu,2014,2.6,2870
USA,Porsche,Malibu,2014,2.0,3636
France,Porsche,Malibu,2016,1.2,18482
Germany,Porsche,Malibu,2016,1.8,18046
USA,Porsche,Malibu,2016,4.6,2220
France,Porsche,Malibu,2018,3.7,8234
Germany,Porsche,Malibu,2018,3.2,12268
USA,Porsche,Malibu,2018,4.2,17714
France,Porsche,Malibu,2013,2.0,9459
Germany,Porsche,Malibu,2013,2.2,17665
USA,Porsche,Malibu,2013,4.5,837
France,Porsche,Malibu,2010,1.8,4603
Germany,Porsche,Malibu,2010,2.1,1331
USA,Porsche,Malibu,2010,4.3,16441
France,Porsche,Malibu,2015,3.6,7930
Germany,Porsche,Malibu,2015,3.9,5435
USA,Porsche,Malibu,2015,3.2,2971
France,Porsche,RLX,2017,2.6,15953
Germany,Porsche,RLX,2017,3.2,5260
USA,Porsche,RLX,2017,1.7,11668
France,Porsche,RLX,2011,2.2,17498
Germany,Porsche,RLX,2011,2.1,5179
USA,Porsche,RLX,2011,3.9,11623
France,Porsche,RLX,2021,3.5,14230
Germany,Porsche,RLX,2021,1.2,14751
USA,Porsche,RLX,2021,3.6,12314
France,Porsche,RLX,2022,3.9,13428
Germany,Porsche,RLX,2022,1.9,11443
USA,Porsche,RLX,2022,2.9,3571
France,Porsche,RLX,2019,2.3,10620
Germany,Porsche,RLX,2019,4.9,4482
USA,Porsche,RLX,2019,3.1,14889
France,Porsche,RLX,2020,2.5,15374
Germany,Porsche,RLX,2020,2.1,14681
USA,Porsche,RLX,2020,2.9,12468
France,Porsche,RLX,2012,1.7,14411
Germany,Porsche,RLX,2012,4.5,3976
USA,Porsche,RLX,2012,3.8,10588
France,Porsche,RLX,2014,3.3,11683
Germany,Porsche,RLX,2014,1.9,14103
USA,Porsche,RLX,2014,4.4,16496
France,Porsche,RLX,2016,2.7,3417
Germany,Porsche,RLX,2016,4.8,9497
USA,Porsche,RLX,2016,1.5,12649
France,Porsche,RLX,2018,2.1,14301
Germany,Porsche,RLX,2018,2.6,12133
USA,Porsche,RLX,2018,1.3,17873
France,Porsche,RLX,2013,1.6,17326
Germany,Porsche,RLX,2013,2.5,6163
USA,Porsche,RLX,2013,1.6,4671
France,Porsche,RLX,2010,1.4,16958
Germany,Porsche,RLX,2010,1.4,14800
USA,Porsche,RLX,2010,3.9,5380
France,Porsche,RLX,2015,1.8,6783
Germany,Porsche,RLX,2015,4.6,15412
USA,Porsche,RLX,2015,3.3,17615
France,Porsche,Forester,2017,4.9,10244
Germany,Porsche,Forester,2017,1.8,9326
USA,Porsche,Forester,2017,2.3,15545
France,Porsche,Forester,2011,3.8,15074
Germany,Porsche,Forester,2011,4.0,6302
USA,Porsche,Forester,2011,4.2,15268
France,Porsche,Forester,2021,2.5,4267
Germany,Porsche,Forester,2021,4.0,2804
USA,Porsche,Forester,2021,3.4,18290
France,Porsche,Forester,2022,4.2,10855
Germany,Porsche,Forester,2022,3.3,5620
USA,Porsche,Forester,2022,3.4,10354
France,Porsche,Forester,2019,4.1,12627
Germany,Porsche,Forester,2019,2.1,12795
USA,Porsche,Forester,2019,2.0,15486
France,Porsche,Forester,2020,3.7,18401
Germany,Porsche,Forester,2020,4.2,12948
USA,Porsche,Forester,2020,3.4,17985
France,Porsche,Forester,2012,4.6,938
Germany,Porsche,Forester,2012,4.3,12256
USA,Porsche,Forester,2012,2.4,11193
France,Porsche,Forester,2014,3.9,18013
Germany,Porsche,Forester,2014,1.8,15226
USA,Porsche,Forester,2014,1.6,10525
France,Porsche,Forester,2016,1.5,10624
Germany,Porsche,Forester,2016,4.6,17396
USA,Porsche,Forester,2016,1.1,7368
France,Porsche,Forester,2018,2.4,16617
Germany,Porsche,Forester,2018,3.6,6790
USA,Porsche,Forester,2018,1.1,749
France,Porsche,Forester,2013,1.9,14503
Germany,Porsche,Forester,2013,4.6,14232
USA,Porsche,Forester,2013,2.7,8409
France,Porsche,Forester,2010,1.5,10296
Germany,Porsche,Forester,2010,1.9,2148
USA,Porsche,Forester,2010,2.3,4961
France,Porsche,Forester,2015,4.9,3382
Germany,Porsche,Forester,2015,2.5,18316
USA,Porsche,Forester,2015,3.0,15602
France,Porsche,S-Class,2017,2.5,18215
Germany,Porsche,S-Class,2017,3.6,17085
USA,Porsche,S-Class,2017,3.7,13229
France,Porsche,S-Class,2011,3.9,5528
Germany,Porsche,S-Class,2011,1.7,18299
USA,Porsche,S-Class,2011,2.5,2292
France,Porsche,S-Class,2021,3.5,2128
Germany,Porsche,S-Class,2021,1.3,10910
USA,Porsche,S-Class,2021,1.3,830
France,Porsche,S-Class,2022,4.3,9190
Germany,Porsche,S-Class,2022,1.6,6010
USA,Porsche,S-Class,2022,1.4,3812
France,Porsche,S-Class,2019,2.8,6681
Germany,Porsche,S-Class,2019,1.8,11883
USA,Porsche,S-Class,2019,1.4,13701
France,Porsche,S-Class,2020,4.2,12304
Germany,Porsche,S-Class,2020,2.8,17217
USA,Porsche,S-Class,2020,3.0,4824
France,Porsche,S-Class,2012,4.3,4983
Germany,Porsche,S-Class,2012,4.7,5590
USA,Porsche,S-Class,2012,4.6,11151
France,Porsche,S-Class,2014,4.0,4508
Germany,Porsche,S-Class,2014,2.9,10031
USA,Porsche,S-Class,2014,4.9,17738
France,Porsche,S-Class,2016,1.9,4696
Germany,Porsche,S-Class,2016,2.8,11456
USA,Porsche,S-Class,2016,4.7,8590
France,Porsche,S-Class,2018,3.0,3975
Germany,Porsche,S-Class,2018,3.1,517
USA,Porsche,S-Class,2018,4.8,15113
France,Porsche,S-Class,2013,1.4,15870
Germany,Porsche,S-Class,2013,2.8,17447
USA,Porsche,S-Class,2013,3.6,14831
France,Porsche,S-Class,2010,1.9,15034
Germany,Porsche,S-Class,2010,2.9,17400
USA,Porsche,S-Class,2010,2.9,15938
France,Porsche,S-Class,2015,4.4,11238
Germany,Porsche,S-Class,2015,3.3,13831
USA,Porsche,S-Class,2015,4.4,3061
France,Porsche,Panda,2017,3.0,11634
Germany,Porsche,Panda,2017,1.6,735
USA,Porsche,Panda,2017,2.4,1834
France,Porsche,Panda,2011,2.2,10864
Germany,Porsche,Panda,2011,2.8,13976
USA,Porsche,Panda,2011,2.3,15259
France,Porsche,Panda,2021,2.2,15047
Germany,Porsche,Panda,2021,2.0,3581
USA,Porsche,Panda,2021,2.1,7616
France,Porsche,Panda,2022,1.1,5700
Germany,Porsche,Panda,2022,1.5,966
USA,Porsche,Panda,2022,4.7,4149
France,Porsche,Panda,2019,4.3,11427
Germany,Porsche,Panda,2019,2.9,5058
USA,Porsche,Panda,2019,2.7,14440
France,Porsche,Panda,2020,1.2,8307
Germany,Porsche,Panda,2020,4.0,13716
USA,Porsche,Panda,2020,1.1,6163
France,Porsche,Panda,2012,2.2,13218
Germany,Porsche,Panda,2012,2.4,10168
USA,Porsche,Panda,2012,2.1,16296
France,Porsche,Panda,2014,3.9,7641
Germany,Porsche,Panda,2014,3.5,12133
USA,Porsche,Panda,2014,1.5,9806
France,Porsche,Panda,2016,1.5,13582
Germany,Porsche,Panda,2016,2.1,16231
USA,Porsche,Panda,2016,2.7,16738
France,Porsche,Panda,2018,3.7,14211
Germany,Porsche,Panda,2018,3.2,7940
USA,Porsche,Panda,2018,3.0,10659
France,Porsche,Panda,2013,2.7,11949
Germany,Porsche,Panda,2013,2.4,13521
USA,Porsche,Panda,2013,2.8,16624
France,Porsche,Panda,2010,1.7,10501
Germany,Porsche,Panda,2010,2.9,14525
USA,Porsche,Panda,2010,2.8,1086
France,Porsche,Panda,2015,4.6,11994
Germany,Porsche,Panda,2015,1.5,17837
USA,Porsche,Panda,2015,1.3,12483
France,Porsche,MDX,2017,4.1,7153
Germany,Porsche,MDX,2017,4.5,17698
USA,Porsche,MDX,2017,4.9,5934
France,Porsche,MDX,2011,2.9,13394
Germany,Porsche,MDX,2011,2.1,4147
USA,Porsche,MDX,2011,4.2,17889
France,Porsche,MDX,2021,2.3,10927
Germany,Porsche,MDX,2021,4.8,4225
USA,Porsche,MDX,2021,2.4,9728
France,Porsche,MDX,2022,2.7,14035
Germany,Porsche,MDX,2022,3.9,18441
USA,Porsche,MDX,2022,1.2,17265
France,Porsche,MDX,2019,2.0,11617
Germany,Porsche,MDX,2019,4.3,12354
USA,Porsche,MDX,2019,3.9,7090
France,Porsche,MDX,2020,4.1,16171
Germany,Porsche,MDX,2020,4.6,14953
USA,Porsche,MDX,2020,2.1,8429
France,Porsche,MDX,2012,3.6,2320
Germany,Porsche,MDX,2012,2.1,7089
USA,Porsche,MDX,2012,2.4,17731
France,Porsche,MDX,2014,1.5,7711
Germany,Porsche,MDX,2014,2.7,15584
USA,Porsche,MDX,2014,2.3,11376
France,Porsche,MDX,2016,1.7,10054
Germany,Porsche,MDX,2016,4.3,6440
USA,Porsche,MDX,2016,4.8,14586
France,Porsche,MDX,2018,1.9,13575
Germany,Porsche,MDX,2018,3.5,8996
USA,Porsche,MDX,2018,2.2,9547
France,Porsche,MDX,2013,2.4,16198
Germany,Porsche,MDX,2013,2.5,1541
USA,Porsche,MDX,2013,3.3,15205
France,Porsche,MDX,2010,4.4,16139
Germany,Porsche,MDX,2010,3.0,3934
USA,Porsche,MDX,2010,4.7,15336
France,Porsche,MDX,2015,4.0,17825
Germany,Porsche,MDX,2015,2.4,10333
USA,Porsche,MDX,2015,1.6,9667
France,Porsche,Escape,2017,2.6,15395
Germany,Porsche,Escape,2017,1.1,6881
USA,Porsche,Escape,2017,1.7,5038
France,Porsche,Escape,2011,4.6,16528
Germany,Porsche,Escape,2011,4.0,17205
USA,Porsche,Escape,2011,4.9,14950
France,Porsche,Escape,2021,2.9,13610
Germany,Porsche,Escape,2021,4.5,16602
USA,Porsche,Escape,2021,3.3,6483
France,Porsche,Escape,2022,4.3,14036
Germany,Porsche,Escape,2022,4.4,12522
USA,Porsche,Escape,2022,1.3,14814
France,Porsche,Escape,2019,2.9,825
Germany,Porsche,Escape,2019,1.2,12698
USA,Porsche,Escape,2019,4.0,15170
France,Porsche,Escape,2020,4.4,6573
Germany,Porsche,Escape,2020,1.7,3495
USA,Porsche,Escape,2020,3.9,7655
France,Porsche,Escape,2012,4.7,18450
Germany,Porsche,Escape,2012,4.9,7622
USA,Porsche,Escape,2012,4.2,7629
France,Porsche,Escape,2014,2.3,16846
Germany,Porsche,Escape,2014,4.9,1096
USA,Porsche,Escape,2014,1.3,17640
France,Porsche,Escape,2016,4.6,17645
Germany,Porsche,Escape,2016,2.7,15562
USA,Porsche,Escape,2016,3.8,1295
France,Porsche,Escape,2018,4.8,16654
Germany,Porsche,Escape,2018,1.1,3570
USA,Porsche,Escape,2018,3.0,15352
France,Porsche,Escape,2013,1.9,3809
Germany,Porsche,Escape,2013,2.3,17774
USA,Porsche,Escape,2013,2.9,8080
France,Porsche,Escape,2010,4.5,7739
Germany,Porsche,Escape,2010,4.4,796
USA,Porsche,Escape,2010,1.6,14074
France,Porsche,Escape,2015,2.4,10663
Germany,Porsche,Escape,2015,1.7,10211
USA,Porsche,Escape,2015,3.4,8881
France,Porsche,S90,2017,4.3,13979
Germany,Porsche,S90,2017,4.8,6721
USA,Porsche,S90,2017,1.4,13832
France,Porsche,S90,2011,4.6,14865
Germany,Porsche,S90,2011,2.3,6756
USA,Porsche,S90,2011,3.7,3051
France,Porsche,S90,2021,4.7,17891
Germany,Porsche,S90,2021,3.6,5791
USA,Porsche,S90,2021,4.4,14946
France,Porsche,S90,2022,3.8,1139
Germany,Porsche,S90,2022,1.8,9511
USA,Porsche,S90,2022,2.3,4975
France,Porsche,S90,2019,2.9,7373
Germany,Porsche,S90,2019,1.9,18421
USA,Porsche,S90,2019,4.8,544
France,Porsche,S90,2020,1.1,7799
Germany,Porsche,S90,2020,4.2,5476
USA,Porsche,S90,2020,4.3,6861
France,Porsche,S90,2012,3.8,2599
Germany,Porsche,S90,2012,3.7,16772
USA,Porsche,S90,2012,3.9,14258
France,Porsche,S90,2014,1.8,11342
Germany,Porsche,S90,2014,1.8,14205
USA,Porsche,S90,2014,1.4,3889
France,Porsche,S90,2016,1.8,1162
Germany,Porsche,S90,2016,4.8,11025
USA,Porsche,S90,2016,4.6,10386
France,Porsche,S90,2018,4.0,6958
Germany,Porsche,S90,2018,1.6,18178
USA,Porsche,S90,2018,4.8,14883
France,Porsche,S90,2013,2.6,16746
Germany,Porsche,S90,2013,4.4,2548
USA,Porsche,S90,2013,3.7,2385
France,Porsche,S90,2010,4.7,16172
Germany,Porsche,S90,2010,1.5,7287
USA,Porsche,S90,2010,3.6,11709
France,Porsche,S90,2015,2.9,14522
Germany,Porsche,S90,2015,1.5,5727
USA,Porsche,S90,2015,2.9,12025
France,Porsche,I-PACE,2017,4.5,13525
Germany,Porsche,I-PACE,2017,1.8,10064
USA,Porsche,I-PACE,2017,4.3,11909
France,Porsche,I-PACE,2011,1.1,13248
Germany,Porsche,I-PACE,2011,4.6,3607
USA,Porsche,I-PACE,2011,4.8,4738
France,Porsche,I-PACE,2021,3.2,16771
Germany,Porsche,I-PACE,2021,1.3,3167
USA,Porsche,I-PACE,2021,2.7,8405
France,Porsche,I-PACE,2022,4.1,1885
Germany,Porsche,I-PACE,2022,1.8,11923
USA,Porsche,I-PACE,2022,3.5,8646
France,Porsche,I-PACE,2019,3.4,8491
Germany,Porsche,I-PACE,2019,3.0,16093
USA,Porsche,I-PACE,2019,2.9,4812
France,Porsche,I-PACE,2020,2.8,2333
Germany,Porsche,I-PACE,2020,1.5,5285
USA,Porsche,I-PACE,2020,2.2,10933
France,Porsche,I-PACE,2012,2.5,14322
Germany,Porsche,I-PACE,2012,2.3,11323
USA,Porsche,I-PACE,2012,3.4,17335
France,Porsche,I-PACE,2014,2.0,14304
Germany,Porsche,I-PACE,2014,2.4,847
USA,Porsche,I-PACE,2014,1.2,13484
France,Porsche,I-PACE,2016,1.5,17357
Germany,Porsche,I-PACE,2016,3.4,1476
USA,Porsche,I-PACE,2016,2.7,12784
France,Porsche,I-PACE,2018,3.9,12584
Germany,Porsche,I-PACE,2018,2.0,5809
USA,Porsche,I-PACE,2018,3.4,11413
France,Porsche,I-PACE,2013,4.8,6603
Germany,Porsche,I-PACE,2013,1.6,10963
USA,Porsche,I-PACE,2013,2.9,6460
France,Porsche,I-PACE,2010,2.2,8329
Germany,Porsche,I-PACE,2010,2.8,13677
USA,Porsche,I-PACE,2010,1.8,12261
France,Porsche,I-PACE,2015,2.3,11438
Germany,Porsche,I-PACE,2015,3.1,4885
USA,Porsche,I-PACE,2015,2.1,12322
France,Porsche,Telluride,2017,3.7,8037
Germany,Porsche,Telluride,2017,3.1,2672
USA,Porsche,Telluride,2017,4.5,4564
France,Porsche,Telluride,2011,3.3,17922
Germany,Porsche,Telluride,2011,1.5,840
USA,Porsche,Telluride,2011,3.9,16808
France,Porsche,Telluride,2021,3.2,9787
Germany,Porsche,Telluride,2021,1.4,5456
USA,Porsche,Telluride,2021,1.2,8809
France,Porsche,Telluride,2022,2.3,10027
Germany,Porsche,Telluride,2022,1.1,2506
USA,Porsche,Telluride,2022,3.0,14178
France,Porsche,Telluride,2019,4.2,13458
Germany,Porsche,Telluride,2019,1.1,12781
USA,Porsche,Telluride,2019,3.8,10141
France,Porsche,Telluride,2020,2.6,15908
Germany,Porsche,Telluride,2020,2.9,14399
USA,Porsche,Telluride,2020,3.0,13801
France,Porsche,Telluride,2012,2.8,664
Germany,Porsche,Telluride,2012,4.9,1455
USA,Porsche,Telluride,2012,4.5,8859
France,Porsche,Telluride,2014,4.4,12400
Germany,Porsche,Telluride,2014,3.5,1087
USA,Porsche,Telluride,2014,2.2,2785
France,Porsche,Telluride,2016,3.0,13031
Germany,Porsche,Telluride,2016,1.1,11538
USA,Porsche,Telluride,2016,2.7,8811
France,Porsche,Telluride,2018,2.7,15309
Germany,Porsche,Telluride,2018,1.7,13756
USA,Porsche,Telluride,2018,4.1,775
France,Porsche,Telluride,2013,3.8,8332
Germany,Porsche,Telluride,2013,1.4,7712
USA,Porsche,Telluride,2013,4.7,12115
France,Porsche,Telluride,2010,2.5,870
Germany,Porsche,Telluride,2010,2.7,17018
USA,Porsche,Telluride,2010,3.1,1522
France,Porsche,Telluride,2015,4.7,1892
Germany,Porsche,Telluride,2015,2.8,5474
USA,Porsche,Telluride,2015,1.5,12035
France,Porsche,XC60,2017,3.6,12933
Germany,Porsche,XC60,2017,3.7,3046
USA,Porsche,XC60,2017,3.9,4726
France,Porsche,XC60,2011,4.2,7430
Germany,Porsche,XC60,2011,3.4,11148
USA,Porsche,XC60,2011,1.4,7038
France,Porsche,XC60,2021,2.6,15905
Germany,Porsche,XC60,2021,4.2,15796
USA,Porsche,XC60,2021,1.8,17992
France,Porsche,XC60,2022,3.4,9167
Germany,Porsche,XC60,2022,1.7,1190
USA,Porsche,XC60,2022,2.2,14731
France,Porsche,XC60,2019,4.6,3041
Germany,Porsche,XC60,2019,3.1,13863
USA,Porsche,XC60,2019,1.6,9167
France,Porsche,XC60,2020,4.6,2394
Germany,Porsche,XC60,2020,3.8,1534
USA,Porsche,XC60,2020,2.9,16433
France,Porsche,XC60,2012,2.5,17397
Germany,Porsche,XC60,2012,3.6,17071
USA,Porsche,XC60,2012,1.8,12358
France,Porsche,XC60,2014,3.9,1007
Germany,Porsche,XC60,2014,3.2,6200
USA,Porsche,XC60,2014,3.3,8699
France,Porsche,XC60,2016,4.7,962
Germany,Porsche,XC60,2016,2.9,1311
USA,Porsche,XC60,2016,1.7,17784
France,Porsche,XC60,2018,1.2,14870
Germany,Porsche,XC60,2018,4.5,9438
USA,Porsche,XC60,2018,2.5,1088
France,Porsche,XC60,2013,3.8,3197
Germany,Porsche,XC60,2013,4.7,5322
USA,Porsche,XC60,2013,3.8,2871
France,Porsche,XC60,2010,1.5,8532
Germany,Porsche,XC60,2010,2.7,16923
USA,Porsche,XC60,2010,4.0,17809
France,Porsche,XC60,2015,2.1,11708
Germany,Porsche,XC60,2015,3.4,18500
USA,Porsche,XC60,2015,2.4,18392
France,Porsche,Golf,2017,3.0,10986
Germany,Porsche,Golf,2017,2.3,17185
USA,Porsche,Golf,2017,2.5,18265
France,Porsche,Golf,2011,2.4,14286
Germany,Porsche,Golf,2011,1.4,17952
USA,Porsche,Golf,2011,4.2,14235
France,Porsche,Golf,2021,2.4,15783
Germany,Porsche,Golf,2021,3.4,13209
USA,Porsche,Golf,2021,2.1,12623
France,Porsche,Golf,2022,4.2,3116
Germany,Porsche,Golf,2022,1.8,10975
USA,Porsche,Golf,2022,2.3,6242
France,Porsche,Golf,2019,4.1,11431
Germany,Porsche,Golf,2019,4.4,15491
USA,Porsche,Golf,2019,3.6,3236
France,Porsche,Golf,2020,1.2,7697
Germany,Porsche,Golf,2020,3.2,14085
USA,Porsche,Golf,2020,1.7,3481
France,Porsche,Golf,2012,2.3,6393
Germany,Porsche,Golf,2012,4.9,16257
USA,Porsche,Golf,2012,1.5,11436
France,Porsche,Golf,2014,1.8,15574
Germany,Porsche,Golf,2014,3.9,6484
USA,Porsche,Golf,2014,3.4,7213
France,Porsche,Golf,2016,2.1,15699
Germany,Porsche,Golf,2016,4.5,15631
USA,Porsche,Golf,2016,4.3,3059
France,Porsche,Golf,2018,3.8,13861
Germany,Porsche,Golf,2018,2.0,3395
USA,Porsche,Golf,2018,2.4,15544
France,Porsche,Golf,2013,2.4,8565
Germany,Porsche,Golf,2013,4.2,1170
USA,Porsche,Golf,2013,2.4,14773
France,Porsche,Golf,2010,2.2,7196
Germany,Porsche,Golf,2010,3.7,1774
USA,Porsche,Golf,2010,3.7,10556
France,Porsche,Golf,2015,1.3,6442
Germany,Porsche,Golf,2015,2.1,2426
USA,Porsche,Golf,2015,4.8,12522
France,Porsche,MX-5,2017,4.7,15452
Germany,Porsche,MX-5,2017,3.7,6893
USA,Porsche,MX-5,2017,4.8,3175
France,Porsche,MX-5,2011,2.5,8417
Germany,Porsche,MX-5,2011,4.2,9613
USA,Porsche,MX-5,2011,4.8,11664
France,Porsche,MX-5,2021,4.4,10421
Germany,Porsche,MX-5,2021,3.0,3014
USA,Porsche,MX-5,2021,1.5,3776
France,Porsche,MX-5,2022,2.5,16869
Germany,Porsche,MX-5,2022,4.3,1185
USA,Porsche,MX-5,2022,3.1,2088
France,Porsche,MX-5,2019,1.8,12155
Germany,Porsche,MX-5,2019,2.1,2899
USA,Porsche,MX-5,2019,4.4,2413
France,Porsche,MX-5,2020,1.6,16441
Germany,Porsche,MX-5,2020,2.6,15622
USA,Porsche,MX-5,2020,1.7,14486
France,Porsche,MX-5,2012,1.5,15596
Germany,Porsche,MX-5,2012,4.5,9242
USA,Porsche,MX-5,2012,4.3,11982
France,Porsche,MX-5,2014,4.1,12948
Germany,Porsche,MX-5,2014,4.5,5145
USA,Porsche,MX-5,2014,4.7,10380
France,Porsche,MX-5,2016,4.6,10768
Germany,Porsche,MX-5,2016,2.4,4476
USA,Porsche,MX-5,2016,1.9,16571
France,Porsche,MX-5,2018,3.0,894
Germany,Porsche,MX-5,2018,2.4,6848
USA,Porsche,MX-5,2018,3.2,3253
France,Porsche,MX-5,2013,3.0,1883
Germany,Porsche,MX-5,2013,1.2,3723
USA,Porsche,MX-5,2013,2.7,7517
France,Porsche,MX-5,2010,2.7,7512
Germany,Porsche,MX-5,2010,2.3,13691
USA,Porsche,MX-5,2010,2.5,8802
France,Porsche,MX-5,2015,2.7,7593
Germany,Porsche,MX-5,2015,1.1,16287
USA,Porsche,MX-5,2015,2.9,8032
France,Porsche,Encore,2017,3.2,17016
Germany,Porsche,Encore,2017,1.4,6058
USA,Porsche,Encore,2017,2.2,5736
France,Porsche,Encore,2011,4.7,2850
Germany,Porsche,Encore,2011,4.5,4658
USA,Porsche,Encore,2011,3.3,3692
France,Porsche,Encore,2021,4.1,4023
Germany,Porsche,Encore,2021,4.5,12829
USA,Porsche,Encore,2021,3.4,14152
France,Porsche,Encore,2022,4.1,4898
